,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia
13476,28.0,51500.0,Aluguel,2.0,1,Pagamento de débitos,D,20000.0,15.65,1
13477,29.0,68500.0,Aluguel,4.0,0,Empreendimento,B,10000.0,12.53,0
13478,36.0,144000.0,Hipoteca,0.0,0,Pessoal,C,7600.0,15.23,0
13479,29.0,66000.0,Aluguel,4.0,0,Educativo,B,25000.0,11.48,1
13480,22.0,42000.0,Aluguel,3.0,0,Pessoal,B,11000.0,11.71,0
13481,29.0,30000.0,Aluguel,3.0,0,Médico,B,4400.0,11.49,0
13482,27.0,110000.0,Hipoteca,8.0,0,Empreendimento,B,30000.0,11.11,0
13483,29.0,18000.0,Aluguel,3.0,0,Médico,B,1700.0,11.12,0
13484,33.0,37440.0,Aluguel,5.0,0,Pessoal,B,4400.0,11.71,0
13485,28.0,95000.0,Própria,3.0,0,Empreendimento,B,4800.0,11.71,0
13486,22.0,100000.0,Aluguel,3.0,0,Médico,A,1200.0,8.59,0
13487,40.0,53000.0,Aluguel,2.0,0,Melhora do lar,A,12000.0,7.88,0
13488,32.0,145000.0,Hipoteca,1.0,0,Pagamento de débitos,B,20000.0,11.36,0
13489,27.0,84780.0,Hipoteca,5.0,0,Empreendimento,A,18000.0,7.51,0
13490,44.0,36000.0,Aluguel,0.0,0,Pessoal,B,16000.0,11.49,1
13491,23.0,37460.0,Hipoteca,2.0,0,Educativo,C,7125.0,13.99,0
13492,26.0,50000.0,Hipoteca,1.0,0,Empreendimento,B,15000.0,10.37,0
13493,49.0,64600.0,Hipoteca,4.0,0,Médico,D,10000.0,16.49,1
13494,26.0,50000.0,Aluguel,3.0,0,Educativo,B,7525.0,11.49,0
13495,22.0,45600.0,Própria,6.0,0,Médico,C,1800.0,13.48,0
13496,24.0,112000.0,Aluguel,5.0,1,Pagamento de débitos,C,5400.0,15.27,0
13497,22.0,58650.0,Hipoteca,5.0,0,Médico,D,9250.0,15.21,1
13498,29.0,80000.0,Hipoteca,14.0,0,Melhora do lar,D,5000.0,15.21,0
13499,40.0,27040.0,Hipoteca,7.0,0,Educativo,B,6925.0,9.99,0
13500,53.0,46000.0,Própria,9.0,0,Pessoal,B,4925.0,11.71,0
13501,22.0,61000.0,Hipoteca,2.0,0,Médico,A,18200.0,7.51,0
13502,29.0,34999.0,Aluguel,2.0,0,Médico,B,12000.0,11.58,1
13503,24.0,38400.0,Aluguel,4.0,0,Empreendimento,A,4000.0,7.29,0
13504,42.0,33564.0,Aluguel,5.0,0,Pessoal,D,6000.0,16.29,1
13505,21.0,44000.0,Hipoteca,5.0,0,Médico,D,6000.0,12.61,1
13506,23.0,25279.0,Aluguel,7.0,1,Pessoal,D,7125.0,17.58,0
13507,35.0,225000.0,Hipoteca,17.0,0,Empreendimento,A,5000.0,7.49,0
13508,24.0,21000.0,Aluguel,0.0,0,Educativo,C,4000.0,13.43,0
13509,28.0,64000.0,Aluguel,1.0,1,Melhora do lar,C,10000.0,11.66,0
13510,29.0,35000.0,Aluguel,12.0,0,Pagamento de débitos,A,1800.0,5.42,0
13511,29.0,40560.0,Aluguel,4.0,0,Educativo,B,2700.0,10.0,0
13512,29.0,54380.0,Aluguel,4.0,0,Empreendimento,B,6300.0,10.75,0
13513,27.0,105000.0,Hipoteca,7.0,0,Educativo,A,11000.0,7.49,0
13514,21.0,38000.0,Aluguel,5.0,0,Pagamento de débitos,A,3000.0,7.05,0
13515,28.0,61104.0,Hipoteca,2.0,0,Melhora do lar,A,4400.0,8.9,0
13516,22.0,30000.0,Aluguel,0.0,0,Empreendimento,D,4000.0,15.21,1
13517,24.0,36000.0,Aluguel,5.0,0,Educativo,B,1200.0,11.49,0
13518,24.0,19200.0,Aluguel,1.0,1,Melhora do lar,C,8000.0,13.61,1
13519,25.0,34000.0,Aluguel,3.0,0,Médico,A,9600.0,7.88,0
13520,23.0,65000.0,Hipoteca,7.0,0,Empreendimento,A,14400.0,7.51,0
13521,23.0,50000.0,Hipoteca,3.0,0,Educativo,A,10000.0,6.03,0
13522,34.0,75000.0,Aluguel,2.0,0,Pessoal,B,10000.0,10.0,0
13523,28.0,39000.0,Aluguel,3.0,0,Pessoal,B,5000.0,10.25,0
13524,23.0,54000.0,Hipoteca,7.0,0,Médico,A,6000.0,6.03,0
13525,25.0,25000.0,Aluguel,1.0,0,Pagamento de débitos,B,1600.0,9.99,0
13526,23.0,102000.0,Hipoteca,7.0,0,Educativo,B,10000.0,11.49,0
13527,23.0,91392.0,Aluguel,7.0,0,Pagamento de débitos,A,12000.0,5.42,0
13528,28.0,176000.0,Hipoteca,12.0,0,Melhora do lar,B,25000.0,10.25,0
13529,23.0,108000.0,Aluguel,7.0,0,Educativo,A,5000.0,7.66,0
13530,31.0,41558.0,Aluguel,3.0,0,Educativo,E,7750.0,16.45,0
13531,23.0,45000.0,Aluguel,7.0,0,Pessoal,C,15000.0,12.84,1
13532,28.0,86400.0,Hipoteca,0.0,1,Educativo,D,16000.0,14.09,0
13533,21.0,31200.0,Hipoteca,2.0,0,Educativo,D,1000.0,14.59,0
13534,22.0,120000.0,Hipoteca,5.0,0,Médico,A,18000.0,8.94,0
13535,26.0,125000.0,Aluguel,3.0,0,Educativo,B,6000.0,12.53,0
13536,23.0,44000.0,Aluguel,7.0,0,Pagamento de débitos,D,13000.0,16.29,1
13537,35.0,100000.0,Hipoteca,14.0,0,Empreendimento,A,10000.0,6.62,0
13538,41.0,150000.0,Aluguel,13.0,0,Pessoal,F,20000.0,19.47,0
13539,23.0,51036.0,Hipoteca,7.0,0,Educativo,C,15000.0,13.16,0
13540,34.0,52000.0,Aluguel,2.0,1,Empreendimento,C,5000.0,13.99,0
13541,23.0,25000.0,Hipoteca,4.0,0,Médico,A,5000.0,9.32,0
13542,24.0,51500.0,Aluguel,8.0,0,Educativo,A,15000.0,8.49,0
13543,26.0,66000.0,Aluguel,2.0,0,Educativo,A,7500.0,6.62,0
13544,28.0,44000.0,Hipoteca,5.0,0,Pagamento de débitos,C,7000.0,13.06,0
13545,27.0,63844.0,Hipoteca,11.0,0,Pagamento de débitos,A,20000.0,6.54,0
13546,22.0,43000.0,Própria,5.0,0,Empreendimento,B,3500.0,11.49,0
13547,27.0,70000.0,Aluguel,6.0,0,Empreendimento,B,12000.0,10.99,0
13548,35.0,36000.0,Aluguel,5.0,0,Médico,A,7000.0,6.91,0
13549,32.0,115000.0,Aluguel,2.0,0,Pessoal,B,4000.0,12.69,0
13550,22.0,54000.0,Aluguel,4.0,1,Educativo,C,8000.0,13.48,1
13551,35.0,39996.0,Aluguel,4.0,0,Médico,D,16750.0,14.09,1
13552,35.0,130000.0,Hipoteca,3.0,1,Pagamento de débitos,C,9000.0,12.73,0
13553,27.0,20000.0,Aluguel,4.0,0,Empreendimento,C,3600.0,11.86,0
13554,23.0,45000.0,Hipoteca,7.0,0,Pagamento de débitos,A,7000.0,5.42,0
13555,31.0,18240.0,Aluguel,0.0,0,Melhora do lar,A,3200.0,9.63,1
13556,23.0,62000.0,Aluguel,7.0,0,Empreendimento,B,4500.0,12.42,0
13557,35.0,99800.0,Hipoteca,9.0,0,Pessoal,A,8000.0,7.14,0
13558,24.0,87996.0,Hipoteca,1.0,0,Pessoal,B,7000.0,11.99,0
13559,29.0,70000.0,Aluguel,2.0,0,Empreendimento,A,6125.0,7.49,0
13560,26.0,34200.0,Aluguel,2.0,1,Melhora do lar,D,6400.0,17.49,1
13561,25.0,95004.0,Hipoteca,9.0,0,Educativo,A,18000.0,7.51,0
13562,24.0,72100.0,Hipoteca,2.0,0,Educativo,B,16000.0,10.25,0
13563,23.0,95000.0,Hipoteca,7.0,0,Empreendimento,B,12000.0,11.99,0
13564,44.0,117300.0,Aluguel,3.0,0,Médico,A,2500.0,7.29,1
13565,24.0,127000.0,Hipoteca,3.0,1,Melhora do lar,D,12000.0,15.05,0
13566,32.0,63800.0,Aluguel,6.0,0,Melhora do lar,D,11200.0,14.74,0
13567,36.0,65000.0,Hipoteca,3.0,1,Empreendimento,C,4000.0,13.48,0
13568,24.0,84996.0,Própria,4.0,1,Pagamento de débitos,D,8000.0,15.57,0
13569,31.0,101000.0,Hipoteca,6.0,0,Pessoal,A,12000.0,9.63,0
13570,29.0,61000.0,Aluguel,12.0,0,Empreendimento,D,10000.0,16.07,0
13571,23.0,110000.0,Aluguel,3.0,0,Educativo,B,20000.0,12.42,0
13572,34.0,29004.0,Aluguel,9.0,0,Educativo,B,10000.0,11.83,1
13573,36.0,120000.0,Aluguel,4.0,1,Melhora do lar,C,15000.0,12.99,0
13574,34.0,80000.0,Aluguel,2.0,0,Pessoal,B,2000.0,10.36,0
13575,27.0,104000.0,Própria,4.0,1,Educativo,E,35000.0,17.99,0
13576,26.0,156000.0,Hipoteca,2.0,0,Melhora do lar,B,35000.0,10.65,0
13577,22.0,51168.0,Hipoteca,6.0,0,Empreendimento,B,15500.0,10.99,0
13578,32.0,32000.0,Aluguel,1.0,1,Melhora do lar,D,7000.0,14.91,1
13579,26.0,45000.0,Aluguel,3.0,0,Médico,A,6000.0,7.49,0
13580,33.0,45000.0,Aluguel,2.0,0,Médico,B,8500.0,10.62,0
13581,36.0,45000.0,Hipoteca,21.0,0,Melhora do lar,B,2000.0,9.88,0
13582,23.0,45000.0,Hipoteca,7.0,0,Educativo,B,14000.0,11.49,0
13583,26.0,54996.0,Aluguel,1.0,0,Melhora do lar,A,10250.0,7.29,0
13584,26.0,55080.0,Hipoteca,10.0,0,Médico,A,2500.0,7.66,1
13585,30.0,100000.0,Hipoteca,11.0,1,Empreendimento,D,16000.0,16.49,0
13586,35.0,60000.0,Hipoteca,12.0,0,Pagamento de débitos,C,12000.0,13.11,0
13587,37.0,21600.0,Aluguel,4.0,0,Médico,A,6500.0,8.49,0
13588,25.0,43633.0,Hipoteca,3.0,0,Pagamento de débitos,D,9000.0,15.62,1
13589,44.0,50000.0,Hipoteca,8.0,0,Pagamento de débitos,B,6000.0,11.99,0
13590,36.0,52000.0,Aluguel,2.0,1,Educativo,C,7000.0,13.85,1
13591,30.0,68803.0,Aluguel,3.0,0,Médico,A,2000.0,6.17,0
13592,23.0,69600.0,Hipoteca,7.0,0,Pagamento de débitos,A,1200.0,6.99,0
13593,22.0,30000.0,Aluguel,2.0,0,Educativo,C,13000.0,13.11,1
13594,37.0,38200.0,Aluguel,0.0,0,Empreendimento,A,12000.0,8.94,1
13595,29.0,24000.0,Aluguel,1.0,0,Pessoal,B,3000.0,11.14,0
13596,27.0,61200.0,Hipoteca,3.0,0,Médico,A,13000.0,8.49,1
13597,24.0,42000.0,Hipoteca,2.0,0,Melhora do lar,A,7000.0,8.59,0
13598,24.0,52000.0,Hipoteca,6.0,0,Empreendimento,A,9000.0,5.79,0
13599,24.0,140004.0,Hipoteca,4.0,0,Educativo,E,4000.0,16.45,0
13600,30.0,35000.0,Aluguel,5.0,0,Médico,B,10000.0,12.21,0
13601,39.0,39000.0,Aluguel,7.0,0,Pagamento de débitos,B,1500.0,10.36,1
13602,25.0,48000.0,Aluguel,6.0,0,Pagamento de débitos,B,7200.0,11.36,0
13603,22.0,50000.0,Aluguel,5.0,0,Pessoal,B,10000.0,11.71,0
13604,31.0,30000.0,Própria,2.0,0,Melhora do lar,B,2950.0,10.75,0
13605,38.0,36156.0,Hipoteca,1.0,0,Melhora do lar,B,8500.0,12.21,0
13606,28.0,40000.0,Aluguel,2.0,0,Médico,B,14000.0,11.89,1
13607,23.0,47000.0,Aluguel,7.0,1,Pagamento de débitos,D,12000.0,16.29,1
13608,29.0,250000.0,Hipoteca,12.0,0,Empreendimento,A,8000.0,7.51,0
13609,23.0,92000.0,Aluguel,5.0,0,Médico,B,4800.0,10.0,0
13610,24.0,51600.0,Aluguel,8.0,0,Médico,B,3000.0,10.65,0
13611,21.0,68000.0,Aluguel,3.0,1,Médico,C,3000.0,11.78,0
13612,37.0,27052.0,Aluguel,2.0,0,Empreendimento,B,6000.0,10.37,0
13613,32.0,70000.0,Aluguel,6.0,0,Médico,C,13200.0,13.49,0
13614,31.0,24000.0,Aluguel,2.0,0,Pagamento de débitos,A,3000.0,7.49,0
13615,21.0,14400.0,Própria,4.0,0,Empreendimento,C,6250.0,14.72,1
13616,29.0,65061.0,Hipoteca,13.0,0,Pessoal,B,12000.0,9.62,0
13617,22.0,66300.0,Aluguel,4.0,0,Médico,B,30000.0,12.69,1
13618,28.0,130000.0,Hipoteca,1.0,0,Educativo,D,5600.0,15.65,0
13619,26.0,60000.0,Aluguel,5.0,0,Melhora do lar,B,12000.0,10.65,0
13620,32.0,70000.0,Aluguel,2.0,0,Pessoal,A,9850.0,7.75,0
13621,30.0,24000.0,Aluguel,14.0,0,Educativo,B,5000.0,11.11,1
13622,22.0,54000.0,Aluguel,4.0,0,Pessoal,C,8075.0,13.06,0
13623,22.0,35100.0,Aluguel,0.0,1,Educativo,C,1000.0,13.98,0
13624,23.0,36000.0,Própria,1.0,0,Empreendimento,A,1800.0,6.54,0
13625,22.0,52000.0,Aluguel,1.0,1,Empreendimento,C,18000.0,13.85,1
13626,26.0,46000.0,Aluguel,2.0,0,Pagamento de débitos,D,25000.0,11.86,1
13627,21.0,59000.0,Hipoteca,5.0,0,Médico,B,25000.0,9.99,1
13628,22.0,62000.0,Hipoteca,2.0,0,Educativo,C,6000.0,13.92,0
13629,25.0,52000.0,Aluguel,1.0,0,Melhora do lar,A,10000.0,6.91,0
13630,28.0,68004.0,Aluguel,1.0,0,Pessoal,C,15000.0,13.16,0
13631,27.0,47000.0,Aluguel,2.0,1,Melhora do lar,D,4000.0,15.33,1
13632,29.0,57600.0,Aluguel,1.0,0,Médico,B,6000.0,9.91,0
13633,24.0,56100.0,Aluguel,7.0,0,Médico,D,25000.0,16.49,1
13634,36.0,48686.0,Aluguel,21.0,0,Médico,D,12000.0,13.99,0
13635,30.0,20000.0,Aluguel,1.0,0,Pessoal,B,3000.0,11.49,1
13636,39.0,60000.0,Hipoteca,19.0,0,Empreendimento,A,15000.0,6.91,0
13637,29.0,71400.0,Hipoteca,1.0,0,Médico,A,8000.0,8.49,1
13638,23.0,24996.0,Hipoteca,4.0,0,Educativo,B,5000.0,12.69,0
13639,27.0,23400.0,Aluguel,2.0,0,Pessoal,A,4000.0,7.49,0
13640,22.0,59000.0,Aluguel,2.0,0,Educativo,A,7200.0,8.0,0
13641,38.0,36400.0,Aluguel,1.0,1,Pessoal,C,6000.0,12.87,0
13642,39.0,95000.0,Própria,6.0,0,Melhora do lar,B,8000.0,12.69,0
13643,30.0,28000.0,Aluguel,1.0,1,Pessoal,C,7000.0,13.22,0
13644,26.0,26400.0,Hipoteca,10.0,1,Pessoal,C,8500.0,13.23,0
13645,27.0,80000.0,Hipoteca,0.0,0,Pagamento de débitos,C,10000.0,12.68,0
13646,27.0,66300.0,Hipoteca,0.0,0,Médico,E,20000.0,17.56,1
13647,23.0,40000.0,Hipoteca,1.0,0,Empreendimento,B,1200.0,10.83,0
13648,25.0,84000.0,Aluguel,2.0,0,Empreendimento,A,6000.0,8.94,0
13649,35.0,19200.0,Aluguel,0.0,0,Empreendimento,A,3500.0,9.32,1
13650,25.0,34000.0,Aluguel,0.0,1,Melhora do lar,C,10000.0,13.79,1
13651,24.0,43000.0,Aluguel,9.0,0,Educativo,A,11000.0,8.94,0
13652,29.0,76000.0,Aluguel,2.0,0,Melhora do lar,B,8000.0,11.36,0
13653,24.0,68000.0,Hipoteca,1.0,0,Pessoal,E,5500.0,15.68,0
13654,24.0,72000.0,Hipoteca,8.0,0,Melhora do lar,A,5000.0,6.03,0
13655,23.0,85000.0,Hipoteca,1.0,0,Empreendimento,B,10000.0,10.36,0
13656,28.0,159000.0,Hipoteca,3.0,0,Pessoal,B,15000.0,11.86,0
13657,22.0,44000.0,Hipoteca,2.0,0,Pessoal,A,3500.0,5.99,0
13658,25.0,75000.0,Hipoteca,9.0,0,Empreendimento,B,1000.0,9.99,0
13659,23.0,68000.0,Aluguel,1.0,1,Pessoal,E,14400.0,17.99,1
13660,29.0,117600.0,Hipoteca,13.0,1,Pagamento de débitos,C,14400.0,12.99,0
13661,25.0,98000.0,Hipoteca,9.0,0,Educativo,A,2000.0,5.42,0
13662,22.0,48000.0,Aluguel,6.0,0,Educativo,A,15000.0,7.51,1
13663,58.0,100000.0,Hipoteca,6.0,0,Pessoal,A,6000.0,5.42,0
13664,29.0,48000.0,Hipoteca,3.0,1,Empreendimento,C,17375.0,14.27,0
13665,23.0,36000.0,Aluguel,3.0,0,Pessoal,C,14400.0,13.57,1
13666,22.0,39900.0,Aluguel,4.0,0,Empreendimento,B,19000.0,12.18,1
13667,24.0,97000.0,Aluguel,3.0,0,Educativo,D,8000.0,15.31,0
13668,25.0,120000.0,Hipoteca,9.0,0,Pessoal,C,25000.0,13.72,0
13669,27.0,47380.0,Hipoteca,11.0,1,Melhora do lar,C,15000.0,13.79,0
13670,27.0,63000.0,Hipoteca,12.0,0,Pessoal,A,18000.0,7.49,0
13671,26.0,51000.0,Aluguel,5.0,0,Pessoal,A,5600.0,7.49,0
13672,28.0,62400.0,Aluguel,2.0,0,Empreendimento,B,14000.0,10.99,0
13673,24.0,80000.0,Aluguel,2.0,0,Médico,B,24000.0,10.25,0
13674,25.0,60000.0,Aluguel,3.0,0,Pessoal,A,17000.0,6.91,0
13675,26.0,44000.0,Aluguel,5.0,0,Pagamento de débitos,C,4600.0,13.99,1
13676,55.0,50000.0,Aluguel,2.0,0,Pagamento de débitos,A,20000.0,7.51,1
13677,27.0,30000.0,Aluguel,4.0,1,Médico,D,2400.0,17.49,1
13678,35.0,27204.0,Hipoteca,16.0,0,Pessoal,A,1800.0,7.74,0
13679,24.0,31000.0,Hipoteca,8.0,0,Educativo,A,5000.0,5.42,0
13680,26.0,48000.0,Hipoteca,7.0,1,Melhora do lar,C,16750.0,14.26,0
13681,25.0,83000.0,Aluguel,3.0,0,Educativo,B,9600.0,10.99,0
13682,22.0,74000.0,Hipoteca,6.0,0,Médico,A,2500.0,6.62,0
13683,24.0,60000.0,Aluguel,0.0,0,Empreendimento,A,6800.0,7.51,0
13684,33.0,46800.0,Aluguel,9.0,0,Médico,C,2000.0,14.65,0
13685,26.0,75000.0,Hipoteca,10.0,0,Pagamento de débitos,A,15350.0,6.17,0
13686,22.0,29553.0,Própria,2.0,0,Empreendimento,A,6000.0,7.49,0
13687,23.0,29004.0,Própria,1.0,0,Empreendimento,C,2000.0,13.16,0
13688,28.0,56000.0,Hipoteca,4.0,0,Pagamento de débitos,A,15000.0,7.49,0
13689,30.0,96000.0,Hipoteca,8.0,0,Melhora do lar,B,17000.0,10.62,0
13690,32.0,28800.0,Hipoteca,7.0,1,Empreendimento,C,7500.0,13.43,0
13691,26.0,19500.0,Própria,0.0,0,Pessoal,A,5000.0,8.0,1
13692,22.0,19728.0,Aluguel,5.0,0,Pagamento de débitos,A,2000.0,7.49,0
13693,34.0,50000.0,Hipoteca,11.0,0,Pagamento de débitos,A,4000.0,8.9,0
13694,29.0,59000.0,Aluguel,4.0,1,Pagamento de débitos,D,12000.0,16.49,1
13695,23.0,44004.0,Própria,7.0,0,Médico,A,17000.0,6.62,0
13696,31.0,82000.0,Hipoteca,15.0,0,Melhora do lar,A,9000.0,5.42,0
13697,23.0,35000.0,Aluguel,3.0,0,Pagamento de débitos,C,10000.0,13.22,0
13698,23.0,44500.0,Hipoteca,4.0,0,Educativo,B,9250.0,9.62,0
13699,27.0,125000.0,Aluguel,5.0,0,Empreendimento,B,10000.0,10.62,0
13700,26.0,60000.0,Hipoteca,6.0,0,Pessoal,A,3050.0,7.29,0
13701,22.0,39000.0,Aluguel,2.0,1,Médico,C,5000.0,12.23,1
13702,24.0,22100.0,Aluguel,4.0,0,Educativo,C,8000.0,13.23,1
13703,34.0,20000.0,Aluguel,0.0,0,Médico,F,5000.0,18.43,1
13704,26.0,34000.0,Aluguel,2.0,0,Médico,B,13000.0,9.63,1
13705,23.0,60000.0,Aluguel,3.0,0,Educativo,B,20000.0,12.21,1
13706,27.0,50000.0,Hipoteca,1.0,0,Pessoal,A,3000.0,7.68,0
13707,25.0,30000.0,Aluguel,6.0,1,Educativo,D,4000.0,16.49,0
13708,26.0,70000.0,Aluguel,2.0,0,Pagamento de débitos,B,10000.0,9.45,0
13709,34.0,23000.0,Aluguel,4.0,0,Médico,B,3000.0,11.49,0
13710,26.0,43000.0,Hipoteca,9.0,0,Pessoal,A,8800.0,5.42,0
13711,22.0,42000.0,Aluguel,7.0,0,Pagamento de débitos,E,7500.0,17.04,1
13712,23.0,84000.0,Aluguel,0.0,0,Pagamento de débitos,A,12500.0,6.54,0
13713,24.0,54100.0,Aluguel,5.0,0,Pessoal,A,4500.0,7.14,0
13714,25.0,36400.0,Hipoteca,4.0,0,Empreendimento,C,11000.0,12.29,0
13715,22.0,32000.0,Aluguel,7.0,0,Médico,C,14000.0,12.23,1
13716,57.0,53000.0,Hipoteca,1.0,0,Pessoal,C,5800.0,13.16,0
13717,23.0,55488.0,Aluguel,4.0,0,Médico,D,5000.0,15.21,1
13718,38.0,130000.0,Hipoteca,1.0,0,Melhora do lar,B,30000.0,9.91,0
13719,28.0,29000.0,Aluguel,1.0,1,Pessoal,C,5000.0,15.96,1
13720,22.0,52800.0,Hipoteca,6.0,1,Pessoal,C,6000.0,13.98,0
13721,23.0,62900.0,Aluguel,2.0,0,Médico,D,12000.0,14.96,1
13722,26.0,51600.0,Própria,10.0,0,Melhora do lar,B,15000.0,9.88,0
13723,27.0,49000.0,Aluguel,11.0,0,Médico,B,4000.0,10.59,0
13724,40.0,84000.0,Hipoteca,4.0,0,Melhora do lar,C,17925.0,14.26,0
13725,45.0,45000.0,Hipoteca,20.0,0,Pessoal,A,15625.0,8.9,0
13726,29.0,34000.0,Própria,2.0,1,Empreendimento,E,14400.0,16.0,0
13727,28.0,13200.0,Aluguel,0.0,0,Médico,B,3000.0,10.99,1
13728,21.0,75000.0,Hipoteca,5.0,0,Empreendimento,B,14125.0,10.99,0
13729,44.0,36000.0,Própria,5.0,0,Educativo,D,4000.0,16.29,0
13730,29.0,70500.0,Aluguel,5.0,0,Pessoal,A,35000.0,8.9,1
13731,29.0,50004.0,Hipoteca,1.0,1,Melhora do lar,C,1500.0,13.11,0
13732,29.0,49668.0,Aluguel,4.0,0,Pagamento de débitos,A,10525.0,7.9,0
13733,27.0,52600.0,Aluguel,3.0,1,Empreendimento,E,4000.0,17.39,0
13734,36.0,50400.0,Hipoteca,7.0,0,Melhora do lar,A,12700.0,7.29,0
13735,25.0,33000.0,Aluguel,0.0,0,Pagamento de débitos,A,1000.0,7.29,0
13736,21.0,44500.0,Própria,6.0,1,Educativo,D,5000.0,13.87,0
13737,24.0,85000.0,Hipoteca,2.0,0,Pessoal,B,9600.0,10.37,0
13738,29.0,46000.0,Hipoteca,13.0,0,Melhora do lar,B,4800.0,11.86,1
13739,24.0,46151.0,Aluguel,2.0,0,Pagamento de débitos,B,6000.0,10.59,0
13740,22.0,70000.0,Hipoteca,5.0,1,Empreendimento,C,8000.0,13.35,0
13741,24.0,82500.0,Aluguel,8.0,0,Médico,A,9800.0,7.51,0
13742,22.0,54000.0,Aluguel,4.0,0,Médico,C,8075.0,13.06,0
13743,23.0,57500.0,Aluguel,5.0,0,Educativo,A,9000.0,6.91,0
13744,29.0,43108.0,Aluguel,7.0,0,Empreendimento,A,7200.0,6.03,0
13745,25.0,84000.0,Aluguel,5.0,0,Empreendimento,A,6300.0,7.88,0
13746,31.0,10800.0,Aluguel,4.0,1,Empreendimento,C,2000.0,14.72,1
13747,30.0,200000.0,Hipoteca,0.0,0,Melhora do lar,A,10000.0,8.59,0
13748,25.0,25000.0,Aluguel,3.0,0,Médico,A,6325.0,8.9,0
13749,24.0,28800.0,Aluguel,0.0,1,Melhora do lar,C,2400.0,14.26,1
13750,28.0,91800.0,Hipoteca,1.0,1,Médico,D,15000.0,15.37,1
13751,33.0,65000.0,Hipoteca,14.0,0,Pagamento de débitos,C,3600.0,13.99,0
13752,32.0,138000.0,Hipoteca,5.0,0,Empreendimento,C,16800.0,14.35,0
13753,36.0,45000.0,Aluguel,16.0,0,Médico,B,7000.0,9.91,0
13754,24.0,96000.0,Hipoteca,5.0,0,Pagamento de débitos,A,15000.0,7.51,0
13755,28.0,25000.0,Aluguel,1.0,0,Empreendimento,A,5000.0,7.51,0
13756,23.0,95327.0,Própria,4.0,0,Empreendimento,A,4325.0,7.74,0
13757,34.0,47652.0,Aluguel,6.0,1,Empreendimento,C,2400.0,13.22,0
13758,41.0,141000.0,Hipoteca,12.0,0,Pagamento de débitos,D,25000.0,14.96,1
13759,27.0,51000.0,Aluguel,1.0,0,Melhora do lar,B,8400.0,10.71,0
13760,25.0,200000.0,Própria,0.0,1,Melhora do lar,D,24000.0,14.96,0
13761,23.0,85000.0,Hipoteca,8.0,0,Educativo,C,5000.0,14.35,0
13762,32.0,37000.0,Aluguel,4.0,0,Médico,B,6000.0,10.36,0
13763,23.0,41000.0,Hipoteca,0.0,0,Empreendimento,B,4500.0,10.95,0
13764,23.0,100000.0,Hipoteca,7.0,0,Médico,B,25000.0,11.71,0
13765,22.0,55000.0,Hipoteca,6.0,0,Médico,A,9500.0,7.49,0
13766,23.0,18000.0,Aluguel,0.0,0,Educativo,A,5000.0,8.59,1
13767,22.0,32647.0,Aluguel,7.0,0,Empreendimento,B,10000.0,11.48,1
13768,35.0,110000.0,Hipoteca,7.0,0,Pagamento de débitos,B,9000.0,11.71,0
13769,25.0,225000.0,Hipoteca,0.0,1,Melhora do lar,E,30000.0,19.91,0
13770,24.0,31776.0,Aluguel,6.0,0,Empreendimento,A,4700.0,8.94,0
13771,56.0,19200.0,Aluguel,0.0,0,Empreendimento,B,6025.0,11.71,1
13772,22.0,51996.0,Própria,6.0,1,Empreendimento,C,8400.0,12.98,0
13773,41.0,70000.0,Hipoteca,12.0,0,Pagamento de débitos,B,20800.0,12.21,0
13774,29.0,28000.0,Aluguel,8.0,0,Pessoal,B,7800.0,8.88,0
13775,32.0,34000.0,Aluguel,0.0,0,Educativo,B,7500.0,10.01,1
13776,26.0,85200.0,Hipoteca,10.0,0,Melhora do lar,A,8000.0,6.03,0
13777,21.0,18000.0,Própria,3.0,1,Melhora do lar,D,4900.0,14.54,1
13778,29.0,54000.0,Aluguel,0.0,0,Educativo,B,18000.0,10.99,1
13779,25.0,24000.0,Própria,7.0,0,Melhora do lar,A,6000.0,5.42,0
13780,28.0,54000.0,Hipoteca,1.0,0,Empreendimento,B,6250.0,9.99,0
13781,33.0,25200.0,Aluguel,3.0,0,Médico,E,1600.0,16.69,1
13782,23.0,45984.0,Aluguel,7.0,0,Empreendimento,A,5000.0,7.14,0
13783,24.0,54996.0,Hipoteca,8.0,0,Médico,B,19000.0,10.83,0
13784,31.0,99000.0,Aluguel,15.0,0,Melhora do lar,C,12000.0,14.26,0
13785,32.0,48000.0,Hipoteca,2.0,0,Pagamento de débitos,B,10650.0,10.59,0
13786,27.0,38400.0,Aluguel,2.0,0,Médico,A,7000.0,7.51,0
13787,33.0,48000.0,Aluguel,11.0,0,Pagamento de débitos,B,25000.0,9.99,1
13788,28.0,38000.0,Própria,13.0,0,Empreendimento,A,6425.0,5.42,0
13789,22.0,66300.0,Aluguel,3.0,0,Médico,D,7500.0,14.96,1
13790,30.0,275000.0,Hipoteca,14.0,0,Educativo,B,7000.0,11.71,0
13791,22.0,50000.0,Aluguel,6.0,0,Empreendimento,C,18000.0,13.79,1
13792,28.0,90000.0,Hipoteca,3.0,0,Médico,B,21000.0,10.74,0
